pointer,"NODE_4_length_8263_cov_106.105872:10927:{""NT"":[1836608,194960,12058,464095,-500,-600,-650,10239,""Viruses""],""NR"":[72149,194960,1"
2073,1.0
2074,2.0
2075,2.0
2076,3.0
2077,4.0
2078,5.0
2079,6.0
2080,7.000000000000001
2081,7.000000000000001
2082,7.000000000000001
2083,8.0
2084,8.0
2085,8.0
2086,8.0
2087,9.0
2088,10.0
2089,11.0
2090,11.0
2091,11.0
2092,11.0
2093,12.0
2094,13.0
2095,14.000000000000002
2096,15.0
2097,16.0
2098,16.0
2099,16.0
2100,17.0
2101,17.0
2102,18.0
2103,19.0
2104,20.0
2105,21.0
2106,21.0
2107,22.0
2108,22.0
2109,23.0
2110,24.0
2111,24.0
2112,24.0
2113,25.0
2114,26.0
2115,26.0
2116,27.0
2117,27.0
2118,28.000000000000004
2119,28.000000000000004
2120,28.000000000000004
2121,28.000000000000004
2122,28.000000000000004
2123,28.000000000000004
2124,28.000000000000004
2125,28.999999999999996
2126,30.0
2127,31.0
2128,32.0
2129,33.0
2130,34.0
2131,35.0
2132,35.0
2133,35.0
2134,35.0
2135,36.0
2136,36.0
2137,36.0
2138,36.0
2139,37.0
2140,37.0
2141,38.0
2142,38.0
2143,38.0
2144,38.0
2145,38.0
2146,38.0
2147,38.0
2148,38.0
2149,39.0
2150,40.0
2151,40.0
2152,40.0
2153,40.0
2154,40.0
2155,40.0
2156,40.0
2157,40.0
2158,41.0
2159,42.0
2160,42.0
2161,42.0
2162,42.0
2163,42.0
2164,42.0
2165,42.0
2166,42.0
2167,43.0
2168,44.0
2169,45.0
2170,46.0
2171,46.0
2172,45.0
2173,45.0
2174,44.0
2175,45.0
2176,44.0
2177,43.0
2178,42.0
2179,42.0
2180,41.0
2181,42.0
2182,42.0
2183,42.0
2184,42.0
2185,42.0
2186,43.0
2187,42.0
2188,42.0
2189,42.0
2190,42.0
2191,43.0
2192,43.0
2193,42.0
2194,41.0
2195,40.0
2196,39.0
2197,38.0
2198,38.0
2199,38.0
2200,37.0
2201,37.0
2202,36.0
2203,35.0
2204,34.0
2205,33.0
2206,33.0
2207,32.0
2208,32.0
2209,31.0
2210,30.0
2211,30.0
2212,30.0
2213,28.999999999999996
2214,28.000000000000004
2215,28.000000000000004
2216,27.0
2217,27.0
2218,26.0
2219,26.0
2220,26.0
2221,26.0
2222,26.0
2223,26.0
2224,26.0
2225,25.0
2226,24.0
2227,23.0
2228,22.0
2229,21.0
2230,20.0
2231,19.0
2232,19.0
2233,19.0
2234,19.0
2235,18.0
2236,18.0
2237,18.0
2238,18.0
2239,17.0
2240,17.0
2241,16.0
2242,16.0
2243,16.0
2244,16.0
2245,16.0
2246,16.0
2247,16.0
2248,16.0
2249,15.0
2250,14.000000000000002
2251,14.000000000000002
2252,14.000000000000002
2253,14.000000000000002
2254,14.000000000000002
2255,14.000000000000002
2256,14.000000000000002
2257,14.000000000000002
2258,13.0
2259,12.0
2260,12.0
2261,12.0
2262,12.0
2263,12.0
2264,12.0
2265,12.0
2266,12.0
2267,11.0
2268,10.0
2269,9.0
2270,8.0
2271,8.0
2272,8.0
2273,8.0
2274,8.0
2275,7.000000000000001
2276,7.000000000000001
2277,7.000000000000001
2278,7.000000000000001
2279,6.0
2280,6.0
2281,5.0
2282,5.0
2283,4.0
2284,4.0
2285,4.0
2286,3.0
2287,3.0
2288,2.0
2289,1.0
2290,1.0
2291,0.0
2292,0.0
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,0.0
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.0
2310,0.0
2311,0.0
2312,0.0
2313,0.0
2314,0.0
2315,0.0
2316,0.0
2317,1.0
2318,2.0
2319,2.0
2320,3.0
2321,4.0
2322,5.0
2323,5.0
2324,6.0
2325,6.0
2326,7.000000000000001
2327,7.000000000000001
2328,7.000000000000001
2329,7.000000000000001
2330,7.000000000000001
2331,7.000000000000001
2332,8.0
2333,8.0
2334,8.0
2335,9.0
2336,9.0
2337,9.0
2338,9.0
2339,10.0
2340,11.0
2341,11.0
2342,11.0
2343,11.0
2344,12.0
2345,13.0
2346,13.0
2347,13.0
2348,14.000000000000002
2349,15.0
2350,16.0
2351,16.0
2352,17.0
2353,17.0
2354,18.0
2355,19.0
2356,20.0
2357,21.0
2358,21.0
2359,21.0
2360,22.0
2361,23.0
2362,24.0
2363,24.0
2364,24.0
2365,25.0
2366,26.0
2367,27.0
2368,28.000000000000004
2369,28.000000000000004
2370,28.000000000000004
2371,28.999999999999996
2372,28.999999999999996
2373,28.999999999999996
2374,30.0
2375,30.0
2376,30.0
2377,30.0
2378,30.0
2379,30.0
2380,30.0
2381,30.0
2382,30.0
2383,30.0
2384,30.0
2385,30.0
2386,30.0
2387,30.0
2388,30.0
2389,30.0
2390,30.0
2391,30.0
2392,30.0
2393,30.0
2394,30.0
2395,30.0
2396,30.0
2397,30.0
2398,30.0
2399,30.0
2400,30.0
2401,30.0
2402,30.0
2403,30.0
2404,30.0
2405,30.0
2406,30.0
2407,30.0
2408,30.0
2409,30.0
2410,30.0
2411,30.0
2412,30.0
2413,30.0
2414,30.0
2415,30.0
2416,30.0
2417,28.999999999999996
2418,28.000000000000004
2419,28.000000000000004
2420,27.0
2421,26.0
2422,25.0
2423,25.0
2424,24.0
2425,24.0
2426,23.0
2427,23.0
2428,23.0
2429,23.0
2430,23.0
2431,23.0
2432,22.0
2433,22.0
2434,22.0
2435,21.0
2436,21.0
2437,21.0
2438,22.0
2439,22.0
2440,22.0
2441,23.0
2442,23.0
2443,23.0
2444,22.0
2445,22.0
2446,23.0
2447,23.0
2448,23.0
2449,22.0
2450,21.0
2451,21.0
2452,21.0
2453,21.0
2454,21.0
2455,21.0
2456,20.0
2457,20.0
2458,21.0
2459,21.0
2460,20.0
2461,20.0
2462,19.0
2463,20.0
2464,21.0
2465,21.0
2466,20.0
2467,19.0
2468,18.0
2469,19.0
2470,20.0
2471,19.0
2472,20.0
2473,20.0
2474,20.0
2475,20.0
2476,20.0
2477,21.0
2478,22.0
2479,22.0
2480,23.0
2481,23.0
2482,24.0
2483,24.0
2484,24.0
2485,25.0
2486,26.0
2487,27.0
2488,27.0
2489,27.0
2490,27.0
2491,28.000000000000004
2492,28.000000000000004
2493,28.999999999999996
2494,28.999999999999996
2495,30.0
2496,30.0
2497,30.0
2498,30.0
2499,30.0
2500,30.0
2501,30.0
2502,30.0
2503,30.0
2504,30.0
2505,30.0
2506,30.0
2507,30.0
2508,30.0
2509,30.0
2510,30.0
2511,30.0
2512,30.0
2513,30.0
2514,30.0
2515,30.0
2516,30.0
2517,30.0
2518,30.0
2519,30.0
2520,30.0
2521,30.0
2522,30.0
2523,30.0
2524,30.0
2525,30.0
2526,30.0
2527,30.0
2528,30.0
2529,30.0
2530,30.0
2531,30.0
2532,30.0
2533,30.0
2534,30.0
2535,30.0
2536,30.0
2537,30.0
2538,28.999999999999996
2539,28.000000000000004
2540,27.0
2541,26.0
2542,26.0
2543,26.0
2544,26.0
2545,25.0
2546,24.0
2547,24.0
2548,23.0
2549,23.0
2550,23.0
2551,23.0
2552,22.0
2553,22.0
2554,21.0
2555,20.0
2556,20.0
2557,19.0
2558,18.0
2559,18.0
2560,18.0
2561,17.0
2562,17.0
2563,16.0
2564,15.0
2565,14.000000000000002
2566,14.000000000000002
2567,14.000000000000002
2568,14.000000000000002
2569,13.0
2570,12.0
2571,12.0
2572,11.0
2573,11.0
2574,10.0
2575,10.0
2576,10.0
2577,9.0
2578,8.0
2579,8.0
2580,7.000000000000001
2581,7.000000000000001
2582,6.0
2583,6.0
2584,6.0
2585,5.0
2586,4.0
2587,3.0
2588,3.0
2589,3.0
2590,3.0
2591,2.0
2592,2.0
2593,1.0
2594,1.0
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.0
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.0
2608,0.0
2609,0.0
2610,0.0
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,0.0
2622,0.0
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2629,0.0
2630,0.0
2631,0.0
2632,0.0
2633,0.0
2634,0.0
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.0
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.0
2670,0.0
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,0.0
2676,0.0
2677,0.0
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.0
2694,0.0
2695,0.0
2696,0.0
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,0.0
2705,0.0
2706,0.0
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,0.0
2716,0.0
2717,0.0
2718,0.0
2719,0.0
2720,0.0
2721,0.0
2722,0.0
2723,0.0
2724,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.0
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,0.0
2743,0.0
2744,0.0
2745,0.0
2746,0.0
2747,0.0
2748,0.0
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,0.0
2761,0.0
2762,0.0
2763,0.0
2764,0.0
2765,0.0
2766,0.0
2767,0.0
2768,0.0
2769,0.0
2770,0.0
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,1.0
2787,2.0
2788,2.0
2789,3.0
2790,3.0
2791,3.0
2792,4.0
2793,5.0
2794,5.0
2795,5.0
2796,6.0
2797,6.0
2798,6.0
2799,6.0
2800,7.000000000000001
2801,8.0
2802,8.0
2803,9.0
2804,10.0
2805,11.0
2806,11.0
2807,11.0
2808,11.0
2809,12.0
2810,13.0
2811,14.000000000000002
2812,14.000000000000002
2813,15.0
2814,15.0
2815,15.0
2816,15.0
2817,16.0
2818,17.0
2819,17.0
2820,18.0
2821,18.0
2822,19.0
2823,20.0
2824,21.0
2825,21.0
2826,21.0
2827,21.0
2828,21.0
2829,21.0
2830,21.0
2831,22.0
2832,23.0
2833,24.0
2834,24.0
2835,24.0
2836,25.0
2837,25.0
2838,25.0
2839,25.0
2840,25.0
2841,26.0
2842,26.0
2843,26.0
2844,27.0
2845,28.000000000000004
2846,28.999999999999996
2847,28.999999999999996
2848,28.999999999999996
2849,28.999999999999996
2850,28.999999999999996
2851,28.999999999999996
2852,28.999999999999996
2853,28.999999999999996
2854,30.0
2855,30.0
2856,31.0
2857,31.0
2858,32.0
2859,33.0
2860,33.0
2861,33.0
2862,33.0
2863,34.0
2864,34.0
2865,34.0
2866,34.0
2867,34.0
2868,34.0
2869,35.0
2870,35.0
2871,36.0
2872,37.0
2873,37.0
2874,37.0
2875,38.0
2876,39.0
2877,40.0
2878,40.0
2879,40.0
2880,40.0
2881,41.0
2882,41.0
2883,41.0
2884,42.0
2885,42.0
2886,42.0
2887,41.0
2888,41.0
2889,40.0
2890,40.0
2891,41.0
2892,41.0
2893,40.0
2894,41.0
2895,41.0
2896,40.0
2897,41.0
2898,41.0
2899,42.0
2900,42.0
2901,42.0
2902,42.0
2903,42.0
2904,41.0
2905,40.0
2906,41.0
2907,41.0
2908,41.0
2909,40.0
2910,39.0
2911,38.0
2912,39.0
2913,39.0
2914,40.0
2915,40.0
2916,40.0
2917,40.0
2918,39.0
2919,39.0
2920,38.0
2921,38.0
2922,37.0
2923,37.0
2924,37.0
2925,37.0
2926,37.0
2927,37.0
2928,38.0
2929,39.0
2930,39.0
2931,38.0
2932,38.0
2933,38.0
2934,39.0
2935,40.0
2936,39.0
2937,40.0
2938,41.0
2939,41.0
2940,42.0
2941,42.0
2942,42.0
2943,42.0
2944,41.0
2945,40.0
2946,39.0
2947,40.0
2948,41.0
2949,41.0
2950,42.0
2951,43.0
2952,44.0
2953,45.0
2954,44.0
2955,45.0
2956,44.0
2957,45.0
2958,44.0
2959,44.0
2960,44.0
2961,44.0
2962,44.0
2963,43.0
2964,43.0
2965,43.0
2966,43.0
2967,43.0
2968,43.0
2969,42.0
2970,42.0
2971,41.0
2972,40.0
2973,40.0
2974,40.0
2975,39.0
2976,38.0
2977,37.0
2978,37.0
2979,37.0
2980,37.0
2981,36.0
2982,36.0
2983,36.0
2984,35.0
2985,35.0
2986,34.0
2987,34.0
2988,34.0
2989,34.0
2990,34.0
2991,33.0
2992,32.0
2993,32.0
2994,31.0
2995,31.0
2996,31.0
2997,30.0
2998,30.0
2999,28.999999999999996
3000,28.000000000000004
3001,27.0
3002,27.0
3003,26.0
3004,26.0
3005,26.0
3006,25.0
3007,25.0
3008,25.0
3009,25.0
3010,25.0
3011,25.0
3012,24.0
3013,23.0
3014,22.0
3015,22.0
3016,22.0
3017,21.0
3018,21.0
3019,21.0
3020,21.0
3021,21.0
3022,21.0
3023,20.0
3024,19.0
3025,19.0
3026,19.0
3027,19.0
3028,18.0
3029,17.0
3030,17.0
3031,17.0
3032,16.0
3033,15.0
3034,14.000000000000002
3035,13.0
3036,13.0
3037,12.0
3038,11.0
3039,11.0
3040,10.0
3041,9.0
3042,9.0
3043,9.0
3044,9.0
3045,9.0
3046,9.0
3047,8.0
3048,7.000000000000001
3049,8.0
3050,8.0
3051,8.0
3052,7.000000000000001
3053,7.000000000000001
3054,7.000000000000001
3055,6.0
3056,6.0
3057,5.0
3058,5.0
3059,4.0
3060,5.0
3061,6.0
3062,6.0
3063,6.0
3064,6.0
3065,6.0
3066,6.0
3067,6.0
3068,6.0
3069,6.0
3070,6.0
3071,6.0
3072,6.0
3073,7.000000000000001
3074,8.0
3075,8.0
3076,9.0
3077,10.0
3078,11.0
3079,11.0
3080,12.0
3081,13.0
3082,13.0
3083,13.0
3084,13.0
3085,13.0
3086,14.000000000000002
3087,15.0
3088,15.0
3089,16.0
3090,17.0
3091,17.0
3092,17.0
3093,18.0
3094,19.0
3095,20.0
3096,20.0
3097,21.0
3098,22.0
3099,23.0
3100,24.0
3101,24.0
3102,24.0
3103,24.0
3104,24.0
3105,24.0
3106,24.0
3107,24.0
3108,25.0
3109,25.0
3110,25.0
3111,26.0
3112,26.0
3113,26.0
3114,27.0
3115,27.0
3116,27.0
3117,27.0
3118,28.000000000000004
3119,28.000000000000004
3120,28.999999999999996
3121,28.999999999999996
3122,28.999999999999996
3123,28.999999999999996
3124,28.999999999999996
3125,30.0
3126,31.0
3127,31.0
3128,31.0
3129,32.0
3130,32.0
3131,32.0
3132,32.0
3133,32.0
3134,32.0
3135,32.0
3136,33.0
3137,33.0
3138,33.0
3139,33.0
3140,34.0
3141,35.0
3142,35.0
3143,35.0
3144,35.0
3145,35.0
3146,36.0
3147,36.0
3148,36.0
3149,35.0
3150,35.0
3151,35.0
3152,35.0
3153,35.0
3154,35.0
3155,36.0
3156,36.0
3157,36.0
3158,37.0
3159,37.0
3160,36.0
3161,35.0
3162,36.0
3163,36.0
3164,36.0
3165,37.0
3166,37.0
3167,37.0
3168,37.0
3169,37.0
3170,38.0
3171,38.0
3172,39.0
3173,38.0
3174,37.0
3175,37.0
3176,37.0
3177,36.0
3178,36.0
3179,37.0
3180,36.0
3181,36.0
3182,37.0
3183,37.0
3184,37.0
3185,38.0
3186,37.0
3187,37.0
3188,37.0
3189,36.0
3190,35.0
3191,35.0
3192,36.0
3193,35.0
3194,35.0
3195,35.0
3196,36.0
3197,36.0
3198,35.0
3199,34.0
3200,33.0
3201,34.0
3202,35.0
3203,35.0
3204,36.0
3205,36.0
3206,36.0
3207,36.0
3208,36.0
3209,36.0
3210,36.0
3211,36.0
3212,36.0
3213,36.0
3214,35.0
3215,36.0
3216,36.0
3217,36.0
3218,35.0
3219,36.0
3220,36.0
3221,37.0
3222,37.0
3223,37.0
3224,37.0
3225,36.0
3226,35.0
3227,35.0
3228,35.0
3229,34.0
3230,34.0
3231,34.0
3232,35.0
3233,36.0
3234,36.0
3235,37.0
3236,37.0
3237,38.0
3238,38.0
3239,39.0
3240,38.0
3241,37.0
3242,38.0
3243,38.0
3244,38.0
3245,39.0
3246,38.0
3247,38.0
3248,38.0
3249,38.0
3250,38.0
3251,37.0
3252,37.0
3253,36.0
3254,36.0
3255,36.0
3256,36.0
3257,37.0
3258,36.0
3259,36.0
3260,37.0
3261,37.0
3262,36.0
3263,37.0
3264,37.0
3265,37.0
3266,37.0
3267,38.0
3268,38.0
3269,39.0
3270,38.0
3271,38.0
3272,37.0
3273,37.0
3274,37.0
3275,37.0
3276,37.0
3277,37.0
3278,37.0
3279,36.0
3280,36.0
3281,36.0
3282,36.0
3283,37.0
3284,37.0
3285,36.0
3286,37.0
3287,37.0
3288,37.0
3289,38.0
3290,38.0
3291,39.0
3292,38.0
3293,38.0
3294,38.0
3295,37.0
3296,36.0
3297,35.0
3298,35.0
3299,35.0
3300,35.0
3301,34.0
3302,34.0
3303,35.0
3304,34.0
3305,34.0
3306,34.0
3307,34.0
3308,34.0
3309,34.0
3310,34.0
3311,33.0
3312,34.0
3313,34.0
3314,34.0
3315,33.0
3316,33.0
3317,33.0
3318,34.0
3319,33.0
3320,33.0
3321,33.0
3322,33.0
3323,33.0
3324,34.0
3325,34.0
3326,35.0
3327,35.0
3328,36.0
3329,36.0
3330,36.0
3331,36.0
3332,36.0
3333,36.0
3334,36.0
3335,35.0
3336,34.0
3337,33.0
3338,33.0
3339,33.0
3340,33.0
3341,33.0
3342,33.0
3343,33.0
3344,34.0
3345,33.0
3346,33.0
3347,34.0
3348,35.0
3349,36.0
3350,35.0
3351,36.0
3352,36.0
3353,37.0
3354,38.0
3355,37.0
3356,37.0
3357,37.0
3358,38.0
3359,39.0
3360,39.0
3361,40.0
3362,41.0
3363,40.0
3364,41.0
3365,41.0
3366,41.0
3367,41.0
3368,41.0
3369,40.0
3370,40.0
3371,41.0
3372,42.0
3373,42.0
3374,42.0
3375,42.0
3376,42.0
3377,42.0
3378,42.0
3379,43.0
3380,43.0
3381,43.0
3382,43.0
3383,42.0
3384,42.0
3385,42.0
3386,41.0
3387,40.0
3388,40.0
3389,39.0
3390,39.0
3391,38.0
3392,38.0
3393,38.0
3394,37.0
3395,37.0
3396,37.0
3397,37.0
3398,37.0
3399,37.0
3400,37.0
3401,37.0
3402,36.0
3403,35.0
3404,35.0
3405,35.0
3406,35.0
3407,35.0
3408,34.0
3409,34.0
3410,34.0
3411,34.0
3412,33.0
3413,33.0
3414,33.0
3415,33.0
3416,34.0
3417,35.0
3418,35.0
3419,35.0
3420,35.0
3421,35.0
3422,35.0
3423,36.0
3424,35.0
3425,35.0
3426,34.0
3427,34.0
3428,34.0
3429,35.0
3430,35.0
3431,35.0
3432,34.0
3433,34.0
3434,34.0
3435,34.0
3436,35.0
3437,36.0
3438,37.0
3439,36.0
3440,37.0
3441,38.0
3442,37.0
3443,38.0
3444,37.0
3445,38.0
3446,38.0
3447,37.0
3448,36.0
3449,36.0
3450,36.0
3451,35.0
3452,36.0
3453,35.0
3454,34.0
3455,34.0
3456,35.0
3457,34.0
3458,33.0
3459,33.0
3460,32.0
3461,31.0
3462,30.0
3463,31.0
3464,31.0
3465,30.0
3466,30.0
3467,28.999999999999996
3468,30.0
3469,30.0
3470,30.0
3471,28.999999999999996
3472,28.999999999999996
3473,30.0
3474,31.0
3475,31.0
3476,30.0
3477,30.0
3478,28.999999999999996
3479,28.999999999999996
3480,30.0
3481,30.0
3482,28.999999999999996
3483,28.999999999999996
3484,30.0
3485,30.0
3486,31.0
3487,31.0
3488,32.0
3489,33.0
3490,33.0
3491,33.0
3492,33.0
3493,34.0
3494,34.0
3495,34.0
3496,35.0
3497,36.0
3498,36.0
3499,36.0
3500,36.0
3501,37.0
3502,37.0
3503,37.0
3504,38.0
3505,39.0
3506,39.0
3507,40.0
3508,40.0
3509,40.0
3510,40.0
3511,40.0
3512,40.0
3513,40.0
3514,41.0
3515,41.0
3516,40.0
3517,40.0
3518,39.0
3519,39.0
3520,38.0
3521,38.0
3522,38.0
3523,38.0
3524,39.0
3525,39.0
3526,40.0
3527,40.0
3528,40.0
3529,39.0
3530,40.0
3531,41.0
3532,41.0
3533,40.0
3534,41.0
3535,42.0
3536,42.0
3537,42.0
3538,42.0
3539,42.0
3540,42.0
3541,42.0
3542,42.0
3543,41.0
3544,42.0
3545,42.0
3546,43.0
3547,43.0
3548,44.0
3549,44.0
3550,44.0
3551,44.0
3552,43.0
3553,43.0
3554,43.0
3555,43.0
3556,42.0
3557,42.0
3558,42.0
3559,41.0
3560,41.0
3561,42.0
3562,43.0
3563,42.0
3564,42.0
3565,43.0
3566,43.0
3567,43.0
3568,42.0
3569,43.0
3570,43.0
3571,44.0
3572,44.0
3573,43.0
3574,42.0
3575,43.0
3576,43.0
3577,43.0
3578,43.0
3579,43.0
3580,42.0
3581,42.0
3582,42.0
3583,43.0
3584,42.0
3585,42.0
3586,41.0
3587,41.0
3588,40.0
3589,40.0
3590,41.0
3591,42.0
3592,42.0
3593,41.0
3594,41.0
3595,42.0
3596,41.0
3597,40.0
3598,40.0
3599,41.0
3600,42.0
3601,41.0
3602,41.0
3603,41.0
3604,40.0
3605,39.0
3606,40.0
3607,39.0
3608,40.0
3609,41.0
3610,42.0
3611,43.0
3612,43.0
3613,43.0
3614,42.0
3615,42.0
3616,43.0
3617,43.0
3618,43.0
3619,44.0
3620,44.0
3621,44.0
3622,44.0
3623,44.0
3624,43.0
3625,44.0
3626,43.0
3627,43.0
3628,42.0
3629,42.0
3630,42.0
3631,41.0
3632,42.0
3633,42.0
3634,42.0
3635,41.0
3636,41.0
3637,41.0
3638,40.0
3639,40.0
3640,40.0
3641,39.0
3642,40.0
3643,40.0
3644,40.0
3645,40.0
3646,40.0
3647,41.0
3648,40.0
3649,39.0
3650,39.0
3651,39.0
3652,40.0
3653,40.0
3654,40.0
3655,40.0
3656,40.0
3657,40.0
3658,40.0
3659,40.0
3660,40.0
3661,39.0
3662,38.0
3663,38.0
3664,38.0
3665,37.0
3666,38.0
3667,38.0
3668,38.0
3669,38.0
3670,39.0
3671,38.0
3672,38.0
3673,38.0
3674,38.0
3675,38.0
3676,39.0
3677,40.0
3678,41.0
3679,40.0
3680,41.0
3681,41.0
3682,41.0
3683,40.0
3684,40.0
3685,40.0
3686,40.0
3687,40.0
3688,40.0
3689,39.0
3690,39.0
3691,39.0
3692,39.0
3693,40.0
3694,41.0
3695,40.0
3696,40.0
3697,40.0
3698,41.0
3699,41.0
3700,40.0
3701,40.0
3702,41.0
3703,41.0
3704,41.0
3705,41.0
3706,41.0
3707,42.0
3708,41.0
3709,41.0
3710,40.0
3711,39.0
3712,39.0
3713,39.0
3714,40.0
3715,40.0
3716,40.0
3717,39.0
3718,39.0
3719,38.0
3720,38.0
3721,37.0
3722,37.0
3723,36.0
3724,37.0
3725,37.0
3726,38.0
3727,38.0
3728,38.0
3729,38.0
3730,37.0
3731,37.0
3732,36.0
3733,37.0
3734,37.0
3735,37.0
3736,37.0
3737,37.0
3738,37.0
3739,38.0
3740,38.0
3741,39.0
3742,38.0
3743,39.0
3744,39.0
3745,39.0
3746,39.0
3747,38.0
3748,39.0
3749,39.0
3750,39.0
3751,40.0
3752,39.0
3753,39.0
3754,40.0
3755,40.0
3756,41.0
3757,42.0
3758,43.0
3759,43.0
3760,43.0
3761,43.0
3762,43.0
3763,43.0
3764,42.0
3765,42.0
3766,41.0
3767,41.0
3768,41.0
3769,40.0
3770,39.0
3771,39.0
3772,38.0
3773,38.0
3774,38.0
3775,37.0
3776,36.0
3777,35.0
3778,34.0
3779,34.0
3780,33.0
3781,32.0
3782,32.0
3783,32.0
3784,32.0
3785,32.0
3786,32.0
3787,32.0
3788,32.0
3789,32.0
3790,31.0
3791,30.0
3792,31.0
3793,30.0
3794,28.999999999999996
3795,28.999999999999996
3796,30.0
3797,31.0
3798,30.0
3799,28.999999999999996
3800,28.999999999999996
3801,28.999999999999996
3802,28.999999999999996
3803,30.0
3804,31.0
3805,32.0
3806,32.0
3807,31.0
3808,31.0
3809,30.0
3810,30.0
3811,30.0
3812,31.0
3813,32.0
3814,32.0
3815,33.0
3816,32.0
3817,32.0
3818,33.0
3819,34.0
3820,35.0
3821,36.0
3822,37.0
3823,37.0
3824,37.0
3825,36.0
3826,35.0
3827,35.0
3828,36.0
3829,36.0
3830,36.0
3831,36.0
3832,37.0
3833,37.0
3834,36.0
3835,36.0
3836,35.0
3837,34.0
3838,34.0
3839,34.0
3840,33.0
3841,33.0
3842,34.0
3843,33.0
3844,33.0
3845,32.0
3846,32.0
3847,32.0
3848,31.0
3849,31.0
3850,31.0
3851,30.0
3852,30.0
3853,31.0
3854,30.0
3855,31.0
3856,30.0
3857,28.999999999999996
3858,28.999999999999996
3859,30.0
3860,30.0
3861,30.0
3862,31.0
3863,31.0
3864,31.0
3865,31.0
3866,31.0
3867,32.0
3868,33.0
3869,33.0
3870,33.0
3871,34.0
3872,34.0
3873,34.0
3874,34.0
3875,35.0
3876,35.0
3877,35.0
3878,36.0
3879,36.0
3880,36.0
3881,36.0
3882,36.0
3883,36.0
3884,36.0
3885,37.0
3886,38.0
3887,39.0
3888,40.0
3889,40.0
3890,41.0
3891,42.0
3892,41.0
3893,41.0
3894,42.0
3895,42.0
3896,42.0
3897,42.0
3898,43.0
3899,44.0
3900,44.0
3901,44.0
3902,43.0
3903,42.0
3904,42.0
3905,41.0
3906,41.0
3907,42.0
3908,43.0
3909,43.0
3910,43.0
3911,44.0
3912,43.0
3913,42.0
3914,41.0
3915,41.0
3916,42.0
3917,43.0
3918,43.0
3919,43.0
3920,42.0
3921,42.0
3922,42.0
3923,42.0
3924,41.0
3925,41.0
3926,41.0
3927,42.0
3928,42.0
3929,43.0
3930,44.0
3931,44.0
3932,43.0
3933,42.0
3934,43.0
3935,43.0
3936,44.0
3937,45.0
3938,45.0
3939,44.0
3940,44.0
3941,43.0
3942,43.0
3943,43.0
3944,43.0
3945,43.0
3946,42.0
3947,42.0
3948,43.0
3949,43.0
3950,43.0
3951,43.0
3952,43.0
3953,42.0
3954,42.0
3955,41.0
3956,41.0
3957,42.0
3958,42.0
3959,42.0
3960,43.0
3961,43.0
3962,43.0
3963,43.0
3964,43.0
3965,44.0
3966,45.0
3967,45.0
3968,44.0
3969,44.0
3970,44.0
3971,44.0
3972,44.0
3973,44.0
3974,45.0
3975,45.0
3976,46.0
3977,46.0
3978,46.0
3979,47.0
3980,48.0
3981,48.0
3982,49.0
3983,49.0
3984,50.0
3985,50.0
3986,50.0
3987,50.0
3988,49.0
3989,50.0
3990,50.0
3991,49.0
3992,49.0
3993,50.0
3994,50.0
3995,51.0
3996,51.0
3997,50.0
3998,50.0
3999,50.0
4000,51.0
4001,51.0
4002,51.0
4003,51.0
4004,50.0
