pointer,Rousettus_madagascariensis_MIZ240,NC_048212_1_Eidolon_helvum_Cameroon,NC_009021_1_HKU9_Rousettus_leschenaulti_China
2128,33.0,34.0,28.999999999999996
2129,34.0,35.0,28.999999999999996
2130,34.0,35.0,30.0
2131,33.0,34.0,30.0
2132,34.0,35.0,31.0
2133,34.0,35.0,31.0
2134,34.0,35.0,31.0
2135,34.0,35.0,30.0
2136,34.0,35.0,30.0
2137,33.0,34.0,28.999999999999996
2138,33.0,34.0,28.999999999999996
2139,34.0,35.0,30.0
2140,34.0,35.0,30.0
2141,34.0,35.0,31.0
2142,35.0,36.0,32.0
2143,36.0,37.0,33.0
2144,37.0,38.0,32.0
2145,36.0,37.0,32.0
2146,36.0,37.0,32.0
2147,36.0,37.0,33.0
2148,36.0,37.0,33.0
2149,35.0,36.0,32.0
2150,35.0,36.0,32.0
2151,34.0,35.0,31.0
2152,33.0,34.0,30.0
2153,32.0,33.0,28.999999999999996
2154,32.0,33.0,30.0
2155,32.0,33.0,30.0
2156,32.0,33.0,30.0
2157,32.0,33.0,28.999999999999996
2158,31.0,32.0,28.000000000000004
2159,31.0,32.0,28.000000000000004
2160,32.0,33.0,28.999999999999996
2161,31.0,32.0,28.000000000000004
2162,31.0,32.0,28.000000000000004
2163,31.0,32.0,28.000000000000004
2164,31.0,32.0,28.000000000000004
2165,31.0,32.0,28.000000000000004
2166,31.0,32.0,28.000000000000004
2167,30.0,31.0,28.000000000000004
2168,30.0,31.0,28.000000000000004
2169,30.0,31.0,28.000000000000004
2170,30.0,31.0,28.000000000000004
2171,31.0,32.0,28.000000000000004
2172,30.0,31.0,28.000000000000004
2173,31.0,32.0,28.999999999999996
2174,30.0,31.0,28.000000000000004
2175,30.0,31.0,28.000000000000004
2176,31.0,32.0,27.0
2177,32.0,33.0,28.000000000000004
2178,33.0,34.0,28.999999999999996
2179,33.0,34.0,30.0
2180,34.0,34.0,31.0
2181,35.0,35.0,32.0
2182,36.0,36.0,33.0
2183,37.0,37.0,33.0
2184,38.0,38.0,33.0
2185,37.0,37.0,33.0
2186,36.0,36.0,32.0
2187,36.0,36.0,31.0
2188,36.0,36.0,31.0
2189,37.0,37.0,32.0
2190,38.0,38.0,33.0
2191,38.0,38.0,33.0
2192,38.0,38.0,33.0
2193,39.0,39.0,34.0
2194,38.0,38.0,34.0
2195,37.0,37.0,34.0
2196,37.0,37.0,34.0
2197,36.0,36.0,33.0
2198,36.0,36.0,32.0
2199,35.0,35.0,31.0
2200,35.0,35.0,32.0
2201,35.0,35.0,33.0
2202,35.0,35.0,33.0
2203,34.0,34.0,32.0
2204,34.0,34.0,32.0
2205,34.0,34.0,32.0
2206,34.0,34.0,32.0
2207,34.0,34.0,32.0
2208,34.0,34.0,32.0
2209,34.0,34.0,32.0
2210,35.0,35.0,33.0
2211,35.0,35.0,33.0
2212,35.0,35.0,32.0
2213,34.0,34.0,32.0
2214,34.0,34.0,31.0
2215,34.0,34.0,32.0
2216,33.0,33.0,31.0
2217,34.0,34.0,32.0
2218,34.0,34.0,32.0
2219,34.0,34.0,32.0
2220,35.0,35.0,33.0
2221,34.0,34.0,32.0
2222,33.0,33.0,31.0
2223,34.0,34.0,32.0
2224,34.0,34.0,33.0
2225,33.0,33.0,32.0
2226,33.0,33.0,32.0
2227,33.0,33.0,32.0
2228,33.0,33.0,32.0
2229,32.0,32.0,32.0
2230,33.0,33.0,32.0
2231,33.0,33.0,32.0
2232,32.0,32.0,31.0
2233,32.0,32.0,31.0
2234,32.0,32.0,32.0
2235,33.0,33.0,33.0
2236,34.0,34.0,34.0
2237,35.0,35.0,34.0
2238,35.0,35.0,34.0
2239,35.0,35.0,34.0
2240,35.0,35.0,34.0
2241,34.0,34.0,33.0
2242,33.0,33.0,32.0
2243,32.0,32.0,31.0
2244,32.0,32.0,32.0
2245,32.0,32.0,32.0
2246,32.0,32.0,32.0
2247,31.0,31.0,31.0
2248,31.0,31.0,31.0
2249,31.0,31.0,32.0
2250,30.0,30.0,31.0
2251,31.0,31.0,31.0
2252,31.0,31.0,31.0
2253,32.0,32.0,32.0
2254,32.0,32.0,32.0
2255,33.0,33.0,33.0
2256,32.0,32.0,33.0
2257,33.0,33.0,34.0
2258,34.0,34.0,35.0
2259,35.0,35.0,36.0
2260,35.0,35.0,36.0
2261,36.0,36.0,37.0
2262,37.0,37.0,37.0
2263,38.0,38.0,38.0
2264,39.0,39.0,39.0
2265,40.0,40.0,40.0
2266,40.0,40.0,40.0
2267,41.0,41.0,41.0
2268,42.0,42.0,42.0
2269,42.0,42.0,42.0
2270,43.0,43.0,43.0
2271,42.0,42.0,43.0
2272,43.0,43.0,44.0
2273,43.0,43.0,43.0
2274,44.0,44.0,44.0
2275,45.0,45.0,44.0
2276,45.0,45.0,45.0
2277,45.0,45.0,45.0
2278,45.0,45.0,45.0
2279,46.0,46.0,45.0
2280,46.0,46.0,44.0
2281,46.0,46.0,44.0
2282,45.0,45.0,43.0
2283,45.0,45.0,43.0
2284,44.0,44.0,43.0
2285,45.0,45.0,44.0
2286,46.0,46.0,45.0
2287,45.0,45.0,45.0
2288,46.0,46.0,46.0
2289,46.0,46.0,46.0
2290,46.0,46.0,46.0
2291,46.0,46.0,46.0
2292,47.0,47.0,47.0
2293,47.0,47.0,47.0
2294,48.0,48.0,48.0
2295,49.0,49.0,49.0
2296,49.0,49.0,49.0
2297,49.0,49.0,49.0
2298,49.0,49.0,50.0
2299,50.0,50.0,51.0
2300,50.0,50.0,50.0
2301,50.0,51.0,50.0
2302,51.0,52.0,51.0
2303,52.0,53.0,52.0
2304,53.0,54.0,53.0
2305,54.0,55.00000000000001,54.0
2306,55.00000000000001,56.00000000000001,55.00000000000001
2307,55.00000000000001,56.00000000000001,55.00000000000001
2308,56.00000000000001,56.99999999999999,55.00000000000001
2309,56.99999999999999,57.99999999999999,56.00000000000001
2310,56.00000000000001,56.99999999999999,55.00000000000001
2311,56.00000000000001,56.99999999999999,56.00000000000001
2312,56.99999999999999,57.99999999999999,56.99999999999999
2313,56.99999999999999,57.99999999999999,56.99999999999999
2314,57.99999999999999,59.0,57.99999999999999
2315,57.99999999999999,59.0,56.99999999999999
2316,59.0,60.0,57.99999999999999
2317,59.0,60.0,57.99999999999999
2318,60.0,61.0,59.0
2319,61.0,62.0,60.0
2320,61.0,62.0,59.0
2321,61.0,62.0,59.0
2322,61.0,62.0,59.0
2323,60.0,61.0,57.99999999999999
2324,61.0,62.0,57.99999999999999
2325,61.0,62.0,57.99999999999999
2326,61.0,62.0,57.99999999999999
2327,62.0,63.0,59.0
2328,63.0,64.0,60.0
2329,63.0,64.0,60.0
2330,63.0,64.0,60.0
2331,64.0,65.0,61.0
2332,65.0,66.0,62.0
2333,66.0,67.0,63.0
2334,66.0,67.0,62.0
2335,66.0,67.0,62.0
2336,65.0,66.0,61.0
2337,64.0,65.0,61.0
2338,64.0,65.0,61.0
2339,64.0,65.0,61.0
2340,64.0,65.0,61.0
2341,65.0,66.0,62.0
2342,65.0,66.0,62.0
2343,66.0,67.0,63.0
2344,65.0,66.0,62.0
2345,66.0,67.0,63.0
2346,67.0,68.0,64.0
2347,68.0,69.0,65.0
2348,69.0,70.0,66.0
2349,69.0,70.0,65.0
2350,70.0,71.0,66.0
2351,69.0,70.0,67.0
2352,69.0,70.0,68.0
2353,69.0,70.0,68.0
2354,68.0,69.0,67.0
2355,68.0,69.0,67.0
2356,68.0,69.0,66.0
2357,67.0,68.0,66.0
2358,67.0,68.0,66.0
2359,66.0,67.0,65.0
2360,65.0,66.0,65.0
2361,64.0,65.0,64.0
2362,63.0,64.0,65.0
2363,63.0,64.0,65.0
2364,62.0,63.0,64.0
2365,61.0,62.0,63.0
2366,60.0,61.0,62.0
2367,60.0,61.0,62.0
2368,59.0,60.0,61.0
2369,59.0,60.0,62.0
2370,59.0,60.0,62.0
2371,60.0,61.0,63.0
2372,60.0,61.0,63.0
2373,59.0,60.0,63.0
2374,57.99999999999999,59.0,62.0
2375,57.99999999999999,59.0,63.0
2376,57.99999999999999,59.0,62.0
2377,57.99999999999999,59.0,62.0
2378,56.99999999999999,57.99999999999999,61.0
2379,56.00000000000001,56.99999999999999,60.0
2380,55.00000000000001,56.00000000000001,60.0
2381,54.0,55.00000000000001,60.0
2382,55.00000000000001,56.00000000000001,60.0
2383,54.0,55.00000000000001,60.0
2384,55.00000000000001,56.00000000000001,61.0
2385,55.00000000000001,56.00000000000001,61.0
2386,55.00000000000001,56.00000000000001,61.0
2387,56.00000000000001,56.99999999999999,62.0
2388,55.00000000000001,56.00000000000001,61.0
2389,54.0,55.00000000000001,60.0
2390,53.0,54.0,59.0
2391,54.0,55.00000000000001,60.0
2392,53.0,54.0,59.0
2393,52.0,53.0,57.99999999999999
2394,52.0,53.0,57.99999999999999
2395,52.0,53.0,57.99999999999999
2396,53.0,54.0,57.99999999999999
2397,53.0,54.0,59.0
2398,52.0,53.0,57.99999999999999
2399,52.0,53.0,57.99999999999999
2400,52.0,53.0,57.99999999999999
2401,52.0,52.0,57.99999999999999
2402,52.0,52.0,57.99999999999999
2403,51.0,51.0,56.99999999999999
2404,50.0,50.0,56.00000000000001
2405,50.0,50.0,56.00000000000001
2406,50.0,50.0,56.00000000000001
2407,51.0,51.0,56.99999999999999
2408,51.0,51.0,57.99999999999999
2409,50.0,50.0,57.99999999999999
2410,50.0,50.0,57.99999999999999
2411,50.0,50.0,56.99999999999999
2412,50.0,50.0,56.00000000000001
2413,51.0,51.0,56.99999999999999
2414,51.0,51.0,56.00000000000001
2415,51.0,51.0,56.99999999999999
2416,50.0,50.0,56.99999999999999
2417,50.0,50.0,56.99999999999999
2418,50.0,50.0,56.99999999999999
2419,50.0,50.0,56.99999999999999
2420,50.0,50.0,57.99999999999999
2421,51.0,51.0,59.0
2422,51.0,51.0,60.0
2423,52.0,52.0,61.0
2424,52.0,52.0,60.0
2425,53.0,53.0,61.0
2426,54.0,54.0,62.0
2427,53.0,53.0,62.0
2428,53.0,53.0,62.0
2429,54.0,54.0,63.0
2430,54.0,54.0,63.0
2431,53.0,53.0,62.0
2432,52.0,52.0,62.0
2433,52.0,52.0,62.0
2434,53.0,53.0,63.0
2435,53.0,53.0,63.0
2436,54.0,54.0,64.0
2437,55.00000000000001,55.00000000000001,65.0
2438,54.0,54.0,65.0
2439,54.0,54.0,65.0
2440,54.0,54.0,66.0
2441,53.0,53.0,65.0
2442,54.0,54.0,65.0
2443,54.0,54.0,64.0
2444,54.0,54.0,64.0
2445,53.0,53.0,63.0
2446,53.0,53.0,63.0
2447,53.0,53.0,63.0
2448,52.0,52.0,62.0
2449,53.0,53.0,63.0
2450,53.0,53.0,63.0
2451,53.0,53.0,62.0
2452,54.0,54.0,62.0
2453,53.0,53.0,61.0
2454,54.0,54.0,62.0
2455,53.0,53.0,61.0
2456,53.0,53.0,62.0
2457,54.0,54.0,61.0
2458,53.0,53.0,60.0
2459,53.0,53.0,60.0
2460,53.0,53.0,59.0
2461,53.0,53.0,59.0
2462,54.0,54.0,59.0
2463,54.0,54.0,59.0
2464,54.0,54.0,59.0
2465,55.00000000000001,55.00000000000001,60.0
2466,55.00000000000001,55.00000000000001,60.0
2467,54.0,54.0,59.0
2468,55.00000000000001,55.00000000000001,60.0
2469,56.00000000000001,56.00000000000001,59.0
2470,55.00000000000001,55.00000000000001,57.99999999999999
2471,55.00000000000001,55.00000000000001,57.99999999999999
2472,55.00000000000001,55.00000000000001,57.99999999999999
2473,56.00000000000001,56.00000000000001,59.0
2474,56.99999999999999,56.99999999999999,60.0
2475,56.99999999999999,56.99999999999999,60.0
2476,56.99999999999999,56.99999999999999,60.0
2477,56.99999999999999,56.99999999999999,60.0
2478,57.99999999999999,57.99999999999999,61.0
2479,57.99999999999999,57.99999999999999,61.0
2480,57.99999999999999,57.99999999999999,61.0
2481,59.0,59.0,61.0
2482,57.99999999999999,57.99999999999999,61.0
2483,57.99999999999999,57.99999999999999,60.0
2484,57.99999999999999,57.99999999999999,60.0
2485,57.99999999999999,57.99999999999999,60.0
2486,56.99999999999999,56.99999999999999,59.0
2487,56.99999999999999,56.99999999999999,59.0
2488,57.99999999999999,57.99999999999999,60.0
2489,59.0,59.0,61.0
2490,60.0,60.0,62.0
2491,59.0,59.0,61.0
2492,59.0,59.0,61.0
2493,60.0,60.0,62.0
2494,59.0,59.0,62.0
2495,59.0,59.0,62.0
2496,57.99999999999999,57.99999999999999,62.0
2497,57.99999999999999,57.99999999999999,61.0
2498,59.0,59.0,62.0
2499,59.0,59.0,61.0
2500,60.0,60.0,62.0
2501,61.0,61.0,62.0
2502,61.0,61.0,62.0
2503,62.0,62.0,63.0
2504,62.0,62.0,64.0
2505,62.0,62.0,64.0
2506,61.0,61.0,63.0
2507,61.0,61.0,63.0
2508,60.0,60.0,63.0
2509,61.0,61.0,63.0
2510,61.0,61.0,63.0
2511,62.0,62.0,64.0
2512,61.0,61.0,65.0
2513,60.0,60.0,64.0
2514,59.0,59.0,65.0
2515,60.0,60.0,65.0
2516,61.0,61.0,65.0
2517,60.0,60.0,64.0
2518,60.0,60.0,64.0
2519,59.0,59.0,63.0
2520,57.99999999999999,57.99999999999999,62.0
2521,56.99999999999999,56.99999999999999,62.0
2522,57.99999999999999,57.99999999999999,62.0
2523,56.99999999999999,56.99999999999999,61.0
2524,56.00000000000001,56.00000000000001,61.0
2525,56.00000000000001,56.00000000000001,60.0
2526,55.00000000000001,55.00000000000001,59.0
2527,55.00000000000001,55.00000000000001,59.0
2528,55.00000000000001,55.00000000000001,59.0
2529,55.00000000000001,55.00000000000001,59.0
2530,55.00000000000001,55.00000000000001,59.0
2531,55.00000000000001,55.00000000000001,59.0
2532,56.00000000000001,56.00000000000001,59.0
2533,56.00000000000001,56.00000000000001,59.0
2534,56.00000000000001,56.00000000000001,59.0
2535,55.00000000000001,55.00000000000001,59.0
2536,55.00000000000001,55.00000000000001,59.0
2537,55.00000000000001,55.00000000000001,59.0
2538,55.00000000000001,55.00000000000001,57.99999999999999
2539,55.00000000000001,55.00000000000001,57.99999999999999
2540,56.00000000000001,56.00000000000001,57.99999999999999
2541,56.00000000000001,56.00000000000001,59.0
2542,56.00000000000001,56.00000000000001,60.0
2543,56.00000000000001,56.00000000000001,61.0
2544,56.00000000000001,56.00000000000001,61.0
2545,56.00000000000001,56.00000000000001,61.0
2546,56.00000000000001,56.00000000000001,61.0
2547,55.00000000000001,55.00000000000001,60.0
2548,56.00000000000001,56.00000000000001,60.0
2549,56.00000000000001,56.00000000000001,59.0
2550,55.00000000000001,55.00000000000001,59.0
2551,55.00000000000001,55.00000000000001,59.0
2552,54.0,54.0,57.99999999999999
2553,55.00000000000001,55.00000000000001,59.0
2554,55.00000000000001,55.00000000000001,57.99999999999999
2555,56.00000000000001,56.00000000000001,59.0
2556,56.00000000000001,56.00000000000001,57.99999999999999
2557,56.00000000000001,56.00000000000001,59.0
2558,56.00000000000001,56.00000000000001,59.0
2559,56.99999999999999,56.99999999999999,60.0
2560,57.99999999999999,57.99999999999999,61.0
2561,59.0,59.0,62.0
2562,59.0,59.0,62.0
2563,57.99999999999999,57.99999999999999,61.0
2564,57.99999999999999,57.99999999999999,61.0
2565,56.99999999999999,56.99999999999999,60.0
2566,56.99999999999999,56.99999999999999,61.0
2567,56.99999999999999,56.99999999999999,61.0
2568,56.00000000000001,56.00000000000001,61.0
2569,56.00000000000001,56.00000000000001,61.0
2570,56.99999999999999,56.99999999999999,62.0
2571,56.99999999999999,56.99999999999999,62.0
2572,56.00000000000001,56.00000000000001,62.0
2573,55.00000000000001,55.00000000000001,62.0
2574,55.00000000000001,55.00000000000001,62.0
2575,55.00000000000001,55.00000000000001,62.0
2576,54.0,54.0,62.0
2577,54.0,54.0,62.0
2578,54.0,54.0,62.0
2579,55.00000000000001,55.00000000000001,63.0
2580,55.00000000000001,55.00000000000001,63.0
2581,54.0,54.0,62.0
2582,55.00000000000001,55.00000000000001,62.0
2583,55.00000000000001,55.00000000000001,62.0
2584,55.00000000000001,55.00000000000001,62.0
2585,55.00000000000001,55.00000000000001,62.0
2586,55.00000000000001,55.00000000000001,63.0
2587,55.00000000000001,55.00000000000001,62.0
2588,54.0,54.0,62.0
2589,54.0,54.0,62.0
2590,54.0,54.0,62.0
2591,55.00000000000001,55.00000000000001,63.0
2592,56.00000000000001,56.00000000000001,64.0
2593,56.00000000000001,56.00000000000001,64.0
2594,56.99999999999999,56.99999999999999,64.0
2595,56.99999999999999,56.99999999999999,64.0
2596,56.99999999999999,56.99999999999999,64.0
2597,57.99999999999999,57.99999999999999,65.0
2598,56.99999999999999,56.99999999999999,64.0
2599,56.99999999999999,56.99999999999999,64.0
2600,56.99999999999999,56.99999999999999,64.0
2601,56.99999999999999,56.99999999999999,64.0
2602,56.99999999999999,56.99999999999999,64.0
2603,56.00000000000001,56.00000000000001,63.0
2604,56.99999999999999,56.99999999999999,63.0
2605,56.00000000000001,56.00000000000001,62.0
2606,56.99999999999999,56.99999999999999,63.0
2607,56.00000000000001,56.00000000000001,62.0
2608,56.99999999999999,56.99999999999999,62.0
2609,56.00000000000001,56.00000000000001,62.0
2610,56.99999999999999,56.99999999999999,63.0
2611,56.99999999999999,56.99999999999999,62.0
2612,56.99999999999999,56.99999999999999,61.0
2613,57.99999999999999,57.99999999999999,62.0
2614,59.0,59.0,62.0
2615,57.99999999999999,57.99999999999999,61.0
2616,57.99999999999999,57.99999999999999,60.0
2617,57.99999999999999,57.99999999999999,60.0
2618,56.99999999999999,56.99999999999999,59.0
2619,57.99999999999999,57.99999999999999,60.0
2620,59.0,59.0,61.0
2621,59.0,59.0,60.0
2622,57.99999999999999,57.99999999999999,59.0
2623,57.99999999999999,57.99999999999999,59.0
2624,57.99999999999999,57.99999999999999,59.0
2625,56.99999999999999,56.99999999999999,59.0
2626,56.99999999999999,56.99999999999999,59.0
2627,56.99999999999999,56.99999999999999,57.99999999999999
2628,56.00000000000001,56.00000000000001,56.99999999999999
2629,55.00000000000001,55.00000000000001,56.00000000000001
2630,55.00000000000001,55.00000000000001,56.00000000000001
2631,55.00000000000001,55.00000000000001,56.00000000000001
2632,54.0,54.0,55.00000000000001
2633,54.0,53.0,55.00000000000001
2634,53.0,52.0,55.00000000000001
2635,53.0,52.0,54.0
2636,53.0,52.0,53.0
2637,52.0,51.0,52.0
2638,52.0,51.0,52.0
2639,51.0,50.0,51.0
2640,50.0,49.0,50.0
2641,51.0,50.0,50.0
2642,50.0,49.0,49.0
2643,49.0,48.0,48.0
2644,50.0,49.0,49.0
2645,51.0,50.0,50.0
2646,50.0,49.0,49.0
2647,50.0,49.0,49.0
2648,49.0,48.0,49.0
2649,48.0,47.0,50.0
2650,49.0,48.0,49.0
2651,50.0,49.0,50.0
2652,50.0,49.0,50.0
2653,50.0,49.0,50.0
2654,50.0,49.0,50.0
2655,50.0,49.0,49.0
2656,51.0,50.0,49.0
2657,51.0,50.0,48.0
2658,52.0,51.0,48.0
2659,51.0,50.0,47.0
2660,50.0,49.0,47.0
2661,49.0,48.0,46.0
2662,49.0,48.0,46.0
2663,49.0,48.0,46.0
2664,50.0,49.0,47.0
2665,51.0,50.0,48.0
2666,52.0,51.0,48.0
2667,53.0,52.0,49.0
2668,54.0,53.0,49.0
2669,54.0,53.0,50.0
2670,53.0,52.0,49.0
2671,53.0,52.0,49.0
2672,53.0,52.0,49.0
2673,54.0,53.0,49.0
2674,54.0,53.0,49.0
2675,54.0,53.0,49.0
2676,55.00000000000001,54.0,50.0
2677,54.0,53.0,49.0
2678,54.0,53.0,48.0
2679,53.0,52.0,47.0
2680,54.0,53.0,48.0
2681,54.0,53.0,48.0
2682,54.0,53.0,49.0
2683,55.00000000000001,54.0,50.0
2684,55.00000000000001,54.0,50.0
2685,55.00000000000001,54.0,50.0
2686,56.00000000000001,55.00000000000001,50.0
2687,56.00000000000001,55.00000000000001,51.0
2688,56.00000000000001,55.00000000000001,50.0
2689,55.00000000000001,54.0,49.0
2690,55.00000000000001,54.0,49.0
2691,55.00000000000001,54.0,48.0
2692,54.0,53.0,47.0
2693,54.0,53.0,47.0
2694,54.0,53.0,47.0
2695,53.0,52.0,46.0
2696,53.0,52.0,47.0
2697,53.0,52.0,47.0
2698,53.0,52.0,47.0
2699,53.0,52.0,48.0
2700,52.0,51.0,47.0
2701,51.0,50.0,47.0
2702,51.0,50.0,47.0
2703,52.0,51.0,47.0
2704,52.0,51.0,47.0
2705,53.0,52.0,47.0
2706,52.0,51.0,46.0
2707,52.0,51.0,46.0
2708,52.0,51.0,46.0
2709,53.0,52.0,46.0
2710,53.0,52.0,46.0
2711,53.0,52.0,47.0
2712,54.0,53.0,48.0
2713,54.0,53.0,48.0
2714,54.0,53.0,48.0
2715,54.0,53.0,49.0
2716,53.0,52.0,49.0
2717,53.0,52.0,49.0
2718,53.0,52.0,49.0
2719,52.0,51.0,49.0
2720,52.0,51.0,49.0
2721,52.0,51.0,49.0
2722,53.0,52.0,50.0
2723,53.0,52.0,51.0
2724,53.0,52.0,52.0
2725,54.0,53.0,53.0
2726,55.00000000000001,54.0,54.0
2727,56.00000000000001,55.00000000000001,55.00000000000001
2728,56.00000000000001,55.00000000000001,55.00000000000001
2729,56.99999999999999,56.00000000000001,56.00000000000001
2730,56.99999999999999,56.00000000000001,56.00000000000001
2731,57.99999999999999,56.99999999999999,56.99999999999999
2732,59.0,57.99999999999999,57.99999999999999
2733,59.0,59.0,57.99999999999999
2734,59.0,59.0,56.99999999999999
2735,60.0,60.0,56.99999999999999
2736,60.0,60.0,56.99999999999999
2737,61.0,61.0,57.99999999999999
2738,62.0,62.0,59.0
2739,63.0,63.0,60.0
2740,63.0,64.0,61.0
2741,62.0,63.0,60.0
2742,62.0,63.0,60.0
2743,62.0,63.0,61.0
2744,61.0,62.0,60.0
2745,60.0,61.0,59.0
2746,60.0,61.0,59.0
2747,60.0,61.0,60.0
2748,61.0,62.0,60.0
2749,61.0,62.0,59.0
2750,60.0,61.0,60.0
2751,59.0,60.0,59.0
2752,60.0,61.0,60.0
2753,60.0,61.0,60.0
2754,60.0,61.0,61.0
2755,60.0,61.0,62.0
2756,59.0,60.0,62.0
2757,57.99999999999999,59.0,62.0
2758,57.99999999999999,59.0,63.0
2759,57.99999999999999,59.0,64.0
2760,57.99999999999999,59.0,63.0
2761,59.0,60.0,64.0
2762,59.0,60.0,63.0
2763,59.0,60.0,63.0
2764,59.0,60.0,63.0
2765,57.99999999999999,60.0,62.0
2766,57.99999999999999,60.0,61.0
2767,56.99999999999999,59.0,60.0
2768,56.00000000000001,59.0,60.0
2769,56.00000000000001,59.0,60.0
2770,56.99999999999999,60.0,61.0
2771,56.99999999999999,60.0,61.0
2772,56.99999999999999,60.0,60.0
2773,56.00000000000001,59.0,60.0
2774,55.00000000000001,57.99999999999999,59.0
2775,55.00000000000001,57.99999999999999,59.0
2776,55.00000000000001,57.99999999999999,59.0
2777,55.00000000000001,57.99999999999999,59.0
2778,55.00000000000001,57.99999999999999,60.0
2779,55.00000000000001,57.99999999999999,60.0
2780,54.0,56.99999999999999,60.0
2781,54.0,56.99999999999999,60.0
2782,53.0,56.00000000000001,59.0
2783,52.0,55.00000000000001,57.99999999999999
2784,52.0,55.00000000000001,57.99999999999999
2785,52.0,55.00000000000001,56.99999999999999
2786,52.0,54.0,56.99999999999999
2787,51.0,53.0,56.00000000000001
2788,51.0,53.0,56.00000000000001
2789,52.0,54.0,56.99999999999999
2790,51.0,53.0,56.00000000000001
2791,50.0,52.0,56.99999999999999
2792,50.0,52.0,56.99999999999999
2793,50.0,52.0,56.00000000000001
2794,49.0,51.0,55.00000000000001
2795,49.0,51.0,55.00000000000001
2796,49.0,51.0,54.0
2797,48.0,50.0,53.0
2798,48.0,50.0,53.0
2799,47.0,49.0,52.0
2800,47.0,49.0,52.0
2801,48.0,50.0,52.0
2802,47.0,49.0,51.0
2803,46.0,48.0,51.0
2804,46.0,48.0,51.0
2805,45.0,47.0,51.0
2806,46.0,48.0,52.0
2807,47.0,49.0,53.0
2808,46.0,48.0,53.0
2809,45.0,47.0,53.0
2810,45.0,47.0,53.0
2811,45.0,47.0,53.0
2812,45.0,47.0,52.0
2813,45.0,47.0,52.0
2814,45.0,47.0,52.0
2815,45.0,47.0,51.0
2816,46.0,48.0,51.0
2817,47.0,49.0,52.0
2818,48.0,50.0,53.0
2819,49.0,51.0,53.0
2820,49.0,51.0,53.0
2821,50.0,52.0,54.0
2822,50.0,52.0,54.0
2823,50.0,52.0,54.0
2824,50.0,52.0,53.0
2825,49.0,51.0,52.0
2826,48.0,50.0,51.0
2827,47.0,49.0,50.0
2828,47.0,49.0,50.0
2829,47.0,49.0,50.0
2830,46.0,48.0,49.0
2831,45.0,47.0,48.0
2832,44.0,46.0,47.0
2833,43.0,45.0,46.0
2834,43.0,45.0,46.0
2835,43.0,45.0,46.0
2836,42.0,44.0,46.0
2837,42.0,44.0,46.0
2838,42.0,44.0,46.0
2839,42.0,44.0,46.0
2840,43.0,44.0,46.0
2841,44.0,45.0,47.0
2842,45.0,46.0,47.0
2843,45.0,46.0,47.0
2844,46.0,47.0,47.0
2845,46.0,47.0,47.0
2846,47.0,48.0,48.0
2847,47.0,48.0,47.0
2848,47.0,48.0,47.0
2849,48.0,49.0,48.0
2850,48.0,49.0,47.0
2851,48.0,49.0,48.0
2852,48.0,49.0,48.0
2853,48.0,49.0,47.0
2854,48.0,49.0,47.0
2855,47.0,48.0,46.0
2856,48.0,49.0,47.0
2857,48.0,49.0,47.0
2858,47.0,48.0,46.0
2859,47.0,48.0,45.0
2860,47.0,48.0,45.0
2861,47.0,48.0,45.0
2862,46.0,47.0,45.0
2863,47.0,48.0,46.0
2864,46.0,47.0,45.0
2865,47.0,47.0,46.0
2866,46.0,46.0,46.0
2867,46.0,46.0,46.0
2868,47.0,46.0,45.0
2869,46.0,45.0,44.0
2870,45.0,44.0,43.0
2871,44.0,43.0,42.0
2872,45.0,44.0,42.0
2873,46.0,45.0,42.0
2874,47.0,46.0,43.0
2875,47.0,46.0,43.0
2876,47.0,46.0,43.0
2877,48.0,47.0,44.0
2878,47.0,46.0,43.0
2879,47.0,46.0,43.0
2880,47.0,46.0,42.0
2881,48.0,47.0,42.0
2882,48.0,47.0,42.0
2883,48.0,47.0,42.0
2884,48.0,47.0,41.0
2885,47.0,46.0,41.0
2886,46.0,46.0,41.0
2887,46.0,46.0,41.0
2888,46.0,46.0,42.0
2889,46.0,46.0,42.0
2890,46.0,46.0,42.0
2891,46.0,46.0,41.0
2892,47.0,47.0,42.0
2893,46.0,46.0,42.0
2894,47.0,47.0,43.0
2895,47.0,47.0,43.0
2896,48.0,48.0,44.0
2897,48.0,48.0,45.0
2898,49.0,49.0,45.0
2899,50.0,50.0,46.0
2900,50.0,50.0,46.0
2901,50.0,50.0,46.0
2902,50.0,50.0,47.0
2903,51.0,51.0,48.0
2904,51.0,51.0,47.0
2905,52.0,52.0,48.0
2906,51.0,51.0,47.0
2907,51.0,51.0,47.0
2908,52.0,52.0,47.0
2909,52.0,52.0,47.0
2910,51.0,51.0,46.0
2911,51.0,51.0,46.0
2912,50.0,50.0,46.0
2913,49.0,49.0,45.0
2914,48.0,48.0,44.0
2915,48.0,48.0,44.0
2916,48.0,48.0,44.0
2917,48.0,48.0,43.0
2918,47.0,47.0,42.0
2919,47.0,47.0,42.0
2920,47.0,47.0,42.0
2921,46.0,46.0,41.0
2922,45.0,45.0,40.0
2923,46.0,46.0,39.0
2924,47.0,47.0,40.0
2925,48.0,48.0,41.0
2926,49.0,49.0,42.0
2927,50.0,50.0,43.0
2928,50.0,50.0,43.0
2929,50.0,50.0,43.0
2930,51.0,51.0,44.0
2931,52.0,52.0,45.0
2932,52.0,52.0,46.0
